Country,Region,Income_Level,Population_Millions,Import_Dependency_Percentage,Export_Revenue_Billion_USD,Year,GDP_Growth_Rate,Inflation_Rate,Food_Inflation_Rate,Fuel_Price_Index,Currency_Exchange_Rate_vs_USD,Forex_Reserves_Billion_USD,External_Debt_to_GDP,Interest_Rate,Government_Spending_Pct_GDP,Money_Supply_Growth,Unemployment_Rate,Poverty_Rate,War_Conflict_Flag,Political_Instability_Score,Supply_Chain_Disruption_Score,Oil_Dependency_Score,Tourism_Revenue_Loss_Pct,Global_Trade_Disruption_Index,Grocery_Price_Index,Transportation_Cost_Index,Travel_Cost_Index,Housing_Cost_Index,Consumer_Purchasing_Power,Currency_Devaluation_Percentage,Sovereign_Default_Risk_Score,Economic_Collapse_Probability,Inflation_Crisis_Level,Recovery_Potential_Score,Is_Future_Prediction,Policy_Intervention_Flag,Composite_Risk_Score,High_Risk_Flag,Debt_to_Forex_Ratio,Economic_Status
Nigeria,Africa,Lower-Middle,220,30,60,2015,3.52,19.73,22.33,19.3,1257.713,30.4,53.6,13.17,32.2,26.4,30.5,43.5,0,4,3,7,4.6,4.1,143,63,104.9,144.1,74.2,6.87,13.4,42.8,High,36.1,0,0,31.69,0,1.76,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2016,3.57,22.25,22.88,43,1339.472,30.59,54.8,14.12,33.1,26.8,33.4,39.5,0,4,1,7,0,0.8,149.2,75.9,118,146.7,70.9,6.5,21.2,44.71,High,46.2,0,0,34.56,1,1.79,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2017,3.04,18.17,21.04,53.6,1484.418,29.52,56.2,16.68,33,21.5,29.9,42.4,0,2,4,7,0,0,141.3,84.2,116.8,132.4,75.1,10.82,11.4,38.96,High,45.9,0,1,24.13,0,1.9,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2018,1.76,18.2,21.34,75,1606.657,30.41,56.1,11.51,30.3,23.5,29.3,39,0,1,1,7,0,2.7,133.2,101.4,123.7,133.9,73.4,8.23,10.3,37.98,High,55.2,0,0,20.6,0,1.84,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2019,5.34,25.72,33.86,59.6,1762.855,31.94,54.8,12.01,33.3,28.8,30.7,36.4,0,1,2,7,0,1.8,160.7,86.3,137.4,154.7,72.1,9.72,10.2,36.87,High,47.8,0,0,21.37,1,1.72,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2020,-2.79,21.4,24.28,27.4,1887.406,32.75,54.4,11.44,33.1,26.7,29.7,39.8,0,3,6,7,12.8,7.8,150.9,67.3,108.6,154.9,63.8,7.07,20.9,49.21,High,34.4,0,0,32.46,1,1.66,Contracting
Nigeria,Africa,Lower-Middle,220,30,60,2021,5.59,27.05,28.03,85,2006.372,34.77,53.9,15.57,26.8,31,30.3,39.8,0,1,3,7,10.2,7.8,172.1,97,153.5,151.6,71.6,6.3,14,36.39,High,53.2,0,0,22.35,1,1.55,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2022,4.15,15.11,14.34,199,2118.357,36.98,55.2,17.4,27.6,17.2,30,42.8,0,3,1,7,11.3,5.8,131.8,176.1,168.9,136.1,79.1,5.58,14.9,36.62,High,43.9,0,0,26.91,0,1.49,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2023,5.66,28.57,34.05,94.6,3354.723,35.15,64.8,18.96,33.8,34.7,30.8,43.1,0,7,6,7,38.4,6.1,169.1,105.4,152.2,161.4,70.2,58.36,29.5,56.97,High,31.7,0,0,50.14,1,1.84,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2024,2.475,18.36,21.68,73.4,3690.01,35.72,65.2,11.91,32.1,20,25.3,41.5,0,2,3,7,6,3.6,137.5,98.8,124.6,137.7,75.7,9.99,8.6,43.92,High,43.6,0,0,25.14,0,1.82,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2025,4.74,21.89,23.93,82.7,4089.416,35.12,65.2,17.54,32.1,21.8,29.6,38,0,3,4,7,0,3.6,149.2,95.9,128.3,140,74.8,10.82,16.8,45.18,High,51.5,0,0,31.04,1,1.86,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2026,2.64,23.23,38.74,95.6,4371.868,34.75,65.9,9.48,32.2,23.8,30.5,37.7,0,3,3,7,0,1.5,151.8,102.9,144.1,142.7,70.1,6.91,15.7,48.9,High,53.1,1,0,31.93,1,1.9,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2027,-1.72,21.23,27.39,94.8,4681.503,33.48,67.9,11.28,30.5,25,33.9,41,0,1,2,7,7.1,6.1,149.7,98.2,140.6,150.7,63.5,7.08,6.6,49.43,High,37.1,1,0,23.59,1,2.03,Contracting
Nigeria,Africa,Lower-Middle,220,30,60,2028,1.56,12.26,16.52,95.5,5071.973,34.61,67.4,10.85,32.7,17.1,27.7,38,0,2,4,7,0,4.6,127.8,107.8,119.5,117.5,78.7,8.34,12.8,41.08,Medium,49.4,1,1,24.68,0,1.95,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2029,2.45,16.35,20.19,91.7,5336.799,36.04,68.8,16.03,30.4,23.5,27.5,40.1,0,5,2,7,0,1,125.8,111.2,126,140.9,76.8,5.22,20.2,51.25,High,35.7,1,0,38.75,0,1.91,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2030,0.19,24.43,23.84,106.7,5592.599,40.26,72,13.82,28.6,30.6,30.3,36.7,0,2,1,7,3.7,4.2,159.7,111.9,146,151.9,65.6,4.79,13.1,52.43,High,53.2,1,0,29.65,1,1.79,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2031,4.02,19.21,23.28,100.1,5903.478,40.46,72.5,13.29,36.3,22.4,30.4,39.5,0,2,3,7,3.5,1.5,141.5,113,141.5,134.9,75.5,5.56,15.9,45.01,High,52.2,1,1,27.73,0,1.79,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2032,2.23,15.66,11.84,102.4,6212.454,40.91,74.2,12.74,31.7,15.4,33.1,38.9,0,1,1,7,0,2.9,127.3,106.9,137.1,114.9,74.3,5.23,15.9,43.15,High,58.8,1,1,23.82,0,1.81,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2033,1.26,25.7,39.5,103.2,6671.977,37.93,75.3,12.9,28.8,29.5,31,40.7,0,2,2,7,0,3.9,160.7,116,140.8,156.2,65.8,7.4,16.4,53.64,High,41.4,1,0,31.13,1,1.98,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2034,2.475,16.43,26.07,99.9,7048.199,37.53,77.2,14.5,35.3,17,26.2,40.3,0,1,5,7,4.7,3.9,132,107.4,133.9,146.4,73.4,5.64,13.4,48.67,High,53.3,1,0,24.84,0,2.06,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2035,3.11,24.33,31.97,109.6,7620.165,37.88,76.9,14.48,31.9,26.4,33.1,39.7,0,3,1,7,0,1.7,156.3,125.8,146.8,170.2,68.7,8.12,20.9,53.97,High,47.3,1,0,35.21,1,2.03,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2000,3.09,3.81,3.66,65.2,15,49.94,62.3,9.26,37,2,30.7,57.5,0,2,2,5,0,3.2,98,94.6,89.2,103.4,86.2,0,11.6,24.18,Low,60.5,0,1,18.63,0,1.25,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2001,2.38,7.5,8.6,49.9,15.41,48.58,62.6,8.79,32.3,8,30.5,56,0,4,1,5,0,2.3,98.8,83.9,94.4,97.4,82.3,2.73,16.5,35.21,Medium,43.4,0,0,29.18,0,1.29,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2002,2.34,6.19,8.22,44.5,15.727,50.16,62.4,7.16,33.7,13.5,24.4,56.5,0,1,4,5,5.5,4.1,109.4,83.9,98.4,118.1,86.4,2.06,6.8,26.83,Medium,55.5,0,0,15.46,0,1.24,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2003,-0.35,6.99,7.08,52.9,16.216,52.4,64.4,6.46,36.4,7.6,27.8,54.5,0,1,2,5,0,2.7,111.4,89,84.9,104.4,80,3.11,7.3,31.27,Medium,36.8,0,0,16.91,0,1.23,Contracting
South Africa,Africa,Upper-Middle,60,28,100,2004,0.85,7.62,10.76,64.7,16.71,52.11,65.8,7.41,33,13.4,28.2,53.5,0,5,6,5,4.9,3.4,115.8,84.2,92,102,81.1,3.05,18.1,40.61,Medium,25.6,0,0,34.11,0,1.26,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2005,2.35,8.32,9.1,75.6,17.083,48.89,66.2,9.06,39.5,8.5,25.5,56.3,0,4,1,5,0,2.5,100,99.7,101.6,106.2,84.1,2.23,12.1,37.95,Medium,43.7,0,0,29.07,0,1.35,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2006,1.575,7.79,12.66,70.3,17.39,41.76,67.6,10.37,34.5,13.4,30.8,57.2,0,4,5,5,0,2.6,114.2,92.2,102,105,75.8,1.8,15.2,43.63,Medium,36.8,0,0,31.26,0,1.62,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2007,1.575,3.76,4.36,90.6,17.875,41.81,68.6,8.28,36.3,2,26.3,54.6,0,4,3,5,0,4.3,103,114.4,105.7,111.7,87.6,2.79,12.5,32.06,Low,40.3,0,1,27.13,0,1.64,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2008,-0.88,6.73,8.51,125.5,18.32,41.72,70.1,7.08,36.7,8.7,28.6,55.3,0,1,1,5,0,4.3,106.9,131.8,125.6,107.2,79,2.49,7.6,35.2,Medium,51.1,0,0,18.21,0,1.68,Contracting
South Africa,Africa,Upper-Middle,60,28,100,2009,-1.6,3.96,5.28,38.5,18.857,45.43,71.2,8.15,26.9,2,24.1,58,0,1,4,5,6.8,4.8,100.8,70.4,79.8,114.2,82.4,2.93,7.5,31.16,Low,47.5,0,0,16.82,0,1.57,Contracting
South Africa,Africa,Upper-Middle,60,28,100,2010,1.61,5.77,8.02,71.8,19.4,44.09,72.9,8.79,34.6,5.1,28.1,54.5,0,3,2,5,3.9,1.7,100.5,95.5,99.4,99,83.7,2.88,13.1,36.43,Medium,41.6,0,0,25.89,0,1.65,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2011,1.2,8.95,10.43,131.9,19.767,46.08,75.3,3.95,36.6,9.8,27.6,56.5,0,4,3,5,0,4.4,112.6,129.5,135.6,106.4,80.8,1.89,21.3,44.88,Medium,44.3,0,0,33.65,0,1.63,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2012,3.54,6.12,6.83,104.5,20.527,46.43,74.6,7.72,36.4,7,27.5,56.2,0,5,1,5,0.7,3.2,105.8,112.3,110.6,104.5,86.7,3.84,20.6,39.99,Medium,49.5,0,0,34.8,0,1.61,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2013,-2.54,5.97,6.9,96.6,21.052,47.86,75,5.89,33.3,8.9,29.8,58.8,0,6,4,5,0,3.6,102.9,105.8,107.7,108.1,76.5,2.56,21.7,49.71,Medium,37.4,0,0,40.5,0,1.57,Contracting
South Africa,Africa,Upper-Middle,60,28,100,2014,2.34,5.53,6.15,36.5,21.758,47.145,72,7.27,31.9,8.2,28,30.3,0,3,3,5,6.1,3.1,106.3,69.3,82.1,122.6,85.1,3.35,14.7,34.26,Medium,48,0,0,25.67,0,1.53,Moderate
South Africa,Africa,Upper-Middle,60,28,100,2015,1.94,10.06,14.23,18,21.964,47.145,74.3,8.11,37.7,16.2,25.8,55,0,3,2,5,0.1,3.1,121.6,63.5,80.9,125,82,0.95,11.1,99,Medium,95,0,0,41.75,1,1.58,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2016,1.37,5.23,5.7,41.7,22.368,47.145,75.7,6.28,34.7,2.8,27.4,52.8,0,5,2,5,9.1,2.1,103.7,77.8,71.3,119.9,84.2,1.84,20.4,99,Medium,95,0,0,49.42,1,1.61,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2017,0.41,6.66,9.82,55.6,22.892,47.145,77.3,10.21,34.1,12.6,26,59.8,0,3,5,5,0,3.5,111,85.8,95.2,121.2,82.3,2.34,11.9,99,Medium,95,0,0,41.59,1,1.64,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2018,0.7,5.97,8.81,56.4,23.303,47.145,77.7,8.99,40.5,9.5,31,57.5,0,2,5,5,6.1,3.7,95,96.5,89.1,105.3,80.8,1.8,11.4,99,Medium,95,0,0,38.38,1,1.65,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2019,2.28,7.03,6.8,58.2,23.927,47.145,76,8.46,33.4,6.5,32.9,53,0,4,1,5,0,2.9,103.7,82.6,100.3,120.7,81.3,2.68,17.1,99,Medium,95,0,0,45.88,1,1.61,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2020,-2.26,8.48,10.27,22.9,24.347,47.145,76.9,7.43,38.8,9.5,26.4,57.7,0,3,5,5,3,8.7,105.7,66.2,75.1,126,76.6,1.76,10.9,99,Medium,95,0,0,41.59,1,1.63,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2021,3.05,7.98,8.88,87.5,24.68,47.145,79.6,9.22,35.4,13.3,26.8,52.6,0,4,6,5,9.1,7.1,102.7,107,116.1,116.5,84.8,1.37,18.6,99,Medium,95,0,0,46.58,1,1.69,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2022,2.81,10.63,13.01,193.4,25.512,47.145,80.6,8.33,34.5,18.5,27.3,54,0,3,6,5,0.6,6.1,122.7,170.7,149.5,105.6,82.1,3.37,16.4,99,Medium,95,0,0,43.47,1,1.71,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2023,0.25,9.53,10.63,89.4,26.323,47.145,81,8.73,33.3,12.9,24.8,55.4,0,5,5,5,0,4.6,120.8,107.1,107.9,117.3,80.4,3.18,21.3,99,Medium,95,0,0,50.55,1,1.72,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2024,1.54,4.2,4.68,78.2,26.831,47.145,82.6,9.1,33.4,3,28.5,54,0,3,4,5,1,3.5,97.2,96.4,94.3,105.5,84.7,1.93,13.8,99,Low,95,0,1,41.96,1,1.75,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2025,2.51,5.37,8.51,76.6,27.256,47.145,82.9,6.39,37.7,8.9,27.5,53,0,2,2,5,0,2.2,95.4,94.3,102.7,119.1,85.7,1.58,15.4,99,Medium,95,0,1,39.55,1,1.76,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2026,1.22,7.89,10.14,91.1,27.974,47.145,85.1,9.95,35.9,10.1,25,30.3,0,2,2,5,2.6,1.7,107.4,105.3,113,103.4,83,2.63,13.8,99,Medium,95,1,0,39.64,1,1.8,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2027,3.55,7.64,10.2,101.1,28.602,47.145,83.6,6.8,34.4,7.8,25.9,54.9,0,1,3,5,5.7,4.6,103.2,109.2,123.8,115,86.3,2.24,14.3,99,Medium,95,1,1,36.65,1,1.77,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2028,1.37,6.17,6.99,89.3,28.909,47.145,86.9,4.93,41,7.1,27.4,56.6,0,1,1,5,0,2,102.5,117.7,108.4,121.5,83.4,1.07,10.9,99,Medium,95,1,1,35.75,1,1.84,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2029,2.68,3.97,4.81,88.4,29.58,47.145,87.6,7.97,33.9,7.2,28.8,56.2,0,1,1,5,9.9,2.4,94.2,104.4,107.6,101.6,86.4,2.32,10.8,99,Low,95,1,0,35.43,1,1.86,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2030,1.84,8.21,10.97,93.4,30.289,47.145,88.4,11.33,38.4,3.1,27.7,51.9,0,4,3,5,0,4.5,112.2,110,118.7,108.9,82.3,2.4,20.3,99,Medium,95,1,0,47.48,1,1.87,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2031,-2.49,10.73,14.2,101.4,31.148,47.145,90.9,8.91,32,13.3,28,57.4,0,1,4,5,7.7,0.9,115,117.9,120.6,132.4,73.7,2.84,9.6,99,Medium,95,1,0,36.3,1,1.93,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2032,0.34,8.05,11.46,102.4,31.975,47.145,91.6,9.7,33.1,7.8,28.9,54.5,0,2,1,5,0,4.2,101.5,104.1,121.6,109,79.6,2.66,15.4,99,Medium,95,1,0,40.39,1,1.94,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2033,3.44,10.83,12.61,106,32.744,47.145,93,6.32,34.3,14.9,28,55,0,1,3,5,0,4.4,114.8,114.5,121.5,114.1,82.5,2.41,10,99,Medium,95,1,0,36.52,1,1.97,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2034,0.82,5.75,6.78,105.3,33.218,47.145,93.5,10.27,32.2,2,27.5,56.2,0,1,2,5,0,2.7,109.2,117.5,115,98.5,82.9,1.45,11.1,99,Medium,95,1,0,36.06,1,1.98,In Crisis
South Africa,Africa,Upper-Middle,60,28,100,2035,3.75,5.01,7.29,109.1,34.289,47.145,94.5,7.93,37.1,2.8,28.6,30.3,0,3,3,5,5.1,2.9,103,122.5,108.4,95.8,87.3,3.22,16.1,99,Medium,95,1,0,43.25,1,2,In Crisis
Ethiopia,Africa,Low,120,35,8,2000,8.09,15.39,16.8,56.2,55,65.64,54.6,12.03,28,21.5,14.4,37.5,0,2,5,4,4.5,2.8,135.1,80.5,108.5,132.8,92.6,0,26.8,34.72,High,63,0,0,26.42,0,0.83,Moderate
Ethiopia,Africa,Low,120,35,8,2001,7.76,17.72,17.61,47.2,60.168,65.64,56.2,10.26,33.4,24.2,18.3,33.8,0,1,2,4,9,3,134.7,78.4,117.6,140.6,88.3,9.4,13.3,99,High,95,0,0,36.54,1,0.86,In Crisis
Ethiopia,Africa,Low,120,35,8,2002,8.9071,18.85,19.19,45.4,63.84,65.64,56.3,12.41,40.4,23,14.5,37.5,0,2,1,4,7.6,2.2,143.5,79,113.1,135.3,92,6.1,12.7,99,High,95,0,0,39.57,1,0.86,In Crisis
Ethiopia,Africa,Low,120,35,8,2003,8.22,12.67,15.98,50.2,67.846,65.64,57.3,12.04,34.3,15.7,16.5,37.3,0,1,3,4,9.3,4.6,118.9,81.3,101.1,127.7,93.9,6.28,11.3,99,Medium,95,0,0,35.34,1,0.87,In Crisis
Ethiopia,Africa,Low,120,35,8,2004,7.57,23.43,26.59,59.3,73.931,65.64,58.5,13.02,30.9,24.8,24.2,39.4,0,2,2,4,7.2,1.2,153.9,93,123.6,142.5,80.5,8.97,15,99,High,95,0,0,40.94,1,0.89,In Crisis
Ethiopia,Africa,Low,120,35,8,2005,6.06,17.83,24.01,76,81.519,65.64,58.5,15.01,30.2,20.4,19.7,37.7,0,3,4,4,3.6,3.1,138.7,93.7,119.7,138.5,85,10.26,13.9,99,High,95,0,0,42.82,1,0.89,In Crisis
Ethiopia,Africa,Low,120,35,8,2006,6.52,20.14,29.48,78.5,85.583,65.64,59.7,11.92,37.1,18.4,16.9,35.8,0,2,2,4,0,1.3,141.2,103.7,128.6,147.7,85.2,4.99,9.4,99,High,95,0,0,39.11,1,0.91,In Crisis
Ethiopia,Africa,Low,120,35,8,2007,7.8,22.56,26.24,84.2,91.243,65.64,60.7,12.61,38.5,32.5,22,32.6,0,1,5,4,0,3.9,155.1,97.8,140.7,144.5,82.7,6.61,12.4,99,High,95,0,1,37.27,1,0.92,In Crisis
Ethiopia,Africa,Low,120,35,8,2008,3.88,17.32,28.88,130.2,100.367,65.64,60.6,8.93,35.5,23.7,16.5,34,0,4,3,4,0,6.9,137.1,131.3,146.3,145,83.7,10,13.4,99,High,95,0,0,45.73,1,0.92,In Crisis
Ethiopia,Africa,Low,120,35,8,2009,5.35,23.4,31.73,35.4,112.077,65.64,62.5,14.26,32.1,22.6,18.6,36.4,0,2,2,4,9.5,5,151.8,70.7,113.4,161.3,80,11.67,17.7,99,High,95,0,0,41.81,1,0.95,In Crisis
Ethiopia,Africa,Low,120,35,8,2010,7.82,22.61,34.93,74.5,121.481,65.64,62.3,10.66,31.7,23.6,15.4,39,0,2,2,4,0,3.3,152.1,105.2,132.3,142.7,85.9,8.39,13.7,99,High,95,0,0,40.68,1,0.95,In Crisis
Ethiopia,Africa,Low,120,35,8,2011,8.9071,14.93,15.08,129.9,132.863,65.64,62.5,12.12,33.3,16.4,18.9,38.1,0,5,2,4,1.8,4.8,123.9,124,130.6,126.2,92.4,9.37,17.3,99,Medium,95,0,0,49.44,1,0.95,In Crisis
Ethiopia,Africa,Low,120,35,8,2012,6.82,13.16,17.94,97,138.912,65.64,62.4,11.12,33.4,19.7,17.4,38.2,0,2,2,4,7.1,1.7,126.5,109.6,132.1,130.1,91,4.55,9.4,99,Medium,95,0,0,38.19,1,0.95,In Crisis
Ethiopia,Africa,Low,120,35,8,2013,6.41,21.51,35.72,92.6,145.597,65.64,62.7,12.38,33.4,26.5,16.2,37.7,0,4,3,4,0,4,139.8,102.3,137.3,147.5,84.3,4.81,20.1,99,High,95,0,0,48.14,1,0.96,In Crisis
Ethiopia,Africa,Low,120,35,8,2014,7.67,20.32,24.25,34.9,154.018,65.64,62.4,8.51,32.1,21.8,18.5,39.1,0,1,3,4,1.7,5.2,157.7,79.2,111.4,123.9,86,5.78,11.5,99,High,95,0,0,36.79,1,0.95,In Crisis
Ethiopia,Africa,Low,120,35,8,2015,8.9071,24.25,29.54,17.4,166.275,65.64,63.7,12.14,30.5,26.3,18.8,38.1,0,4,3,4,0,3.2,162,63.2,112.2,148.7,86.5,7.96,16,99,High,95,0,0,47.57,1,0.97,In Crisis
Ethiopia,Africa,Low,120,35,8,2016,8.36,21.64,32.84,39.8,178.837,65.64,64.7,11.48,33,27.1,17.9,39.5,0,2,4,4,3.3,3.6,152.4,72.2,122.2,144.9,86.3,7.55,12.7,99,High,95,0,0,40.41,1,0.99,In Crisis
Ethiopia,Africa,Low,120,35,8,2017,8.9071,14.26,18.4,47.2,196.797,65.64,63.7,11.6,33.1,14.7,19.2,38.4,0,4,1,4,0,2.3,128.8,82.2,103.4,131.9,94,10.04,20.2,99,Medium,95,0,0,47.12,1,0.97,In Crisis
Ethiopia,Africa,Low,120,35,8,2018,8.07,14.08,16.37,64.9,212.544,65.64,65,8.72,31.8,15.2,18.2,34.5,0,1,2,4,0,1.6,125.5,90.9,107.6,135.7,91.7,8,13.1,99,Medium,95,0,0,36.39,1,0.99,In Crisis
Ethiopia,Africa,Low,120,35,8,2019,8.9071,21.81,33.3,52.5,228.011,65.64,65.5,10.26,34.4,28.1,17.5,37.1,0,4,5,4,0,4.6,156.3,86.3,126.4,161.9,87.7,7.28,20.1,99,High,95,0,0,48.32,1,1,In Crisis
Ethiopia,Africa,Low,120,35,8,2020,0.76,14.5,16.89,22.5,240.061,65.64,68.2,9.38,31.8,17.4,17.1,38.9,0,1,5,4,10.5,6.5,130.3,59.6,92,141.3,81,5.28,8.2,99,Medium,95,0,0,35.39,1,1.04,In Crisis
Ethiopia,Africa,Low,120,35,8,2021,8.9071,18.15,25.4,78.4,261.98,65.64,68.9,10.6,34.9,20.3,20.8,34.3,0,1,6,4,6.4,7.8,141.5,99.7,133,139.1,91,9.13,12.3,99,High,95,0,1,36.99,1,1.05,In Crisis
Ethiopia,Africa,Low,120,35,8,2022,7.33,15.1,22.64,185.5,288.111,65.64,67.5,10.18,30.7,20.8,17.5,39.7,0,4,1,4,12.5,5,127.8,156.9,160.5,134,90.2,9.97,15.2,99,High,95,0,0,46.19,1,1.03,In Crisis
Ethiopia,Africa,Low,120,35,8,2023,4.61,25.49,29.95,88.9,307.954,65.64,66.6,12.71,30.9,27.2,17.4,36.3,0,5,3,4,7.9,4.9,160.3,108.5,149.1,155.2,77.8,6.89,19.6,99,High,95,0,0,51.8,1,1.01,In Crisis
Ethiopia,Africa,Low,120,35,8,2024,7.99,14.78,22.33,76.8,342.556,65.64,66.3,9.4,36.8,18.9,15.6,35.3,0,3,1,4,1.4,1.5,128.6,90.1,120.7,117.3,92.4,11.24,12.1,99,Medium,95,0,0,42.31,1,1.01,In Crisis
Ethiopia,Africa,Low,120,35,8,2025,7.46,10.92,13.66,74,363.565,65.64,67.1,11.22,35.2,11.2,16,37,0,3,5,4,2.4,3.7,116.7,93.9,112.6,109.7,94.5,6.13,17.1,99,Medium,95,0,0,43.02,1,1.02,In Crisis
Ethiopia,Africa,Low,120,35,8,2026,5.76,15.63,12.83,97,393.451,65.64,69.4,6.93,32.9,22.2,17.5,36.4,0,1,2,4,6.2,2.4,136.4,111.9,128.8,115.5,87.4,8.22,15.1,99,High,95,1,0,37.34,1,1.06,In Crisis
Ethiopia,Africa,Low,120,35,8,2027,5.51,13.31,21.16,93.7,416.579,65.64,68.6,9.69,33.8,18.3,17,34.5,0,1,4,4,2.1,6.4,124.7,106.3,115.7,123.4,89.1,5.88,9.6,99,Medium,95,1,0,35.58,1,1.04,In Crisis
Ethiopia,Africa,Low,120,35,8,2028,6.07,19.74,24.88,92.9,445.417,65.64,70.5,10.52,35,26.3,15.1,36.4,0,3,3,4,0,1.6,144.8,103.5,132.5,147.7,85.8,6.92,12.6,99,High,95,1,0,43.39,1,1.07,In Crisis
Ethiopia,Africa,Low,120,35,8,2029,8.9071,35.39,45.2,97,472.856,65.64,70,12.98,33.3,40.8,19.5,39.2,0,3,1,4,0.5,2.1,195,107.3,164.1,178.4,76.2,6.16,17.2,99,High,95,1,0,46.86,1,1.07,In Crisis
Ethiopia,Africa,Low,120,35,8,2030,5.08,22.86,20.1,94.9,516.065,65.64,71.7,11.65,29.8,28.9,16,35.4,0,1,1,4,0,3.9,151.3,108.3,142.2,144.7,81.3,9.14,16.4,99,High,95,1,0,38.86,1,1.09,In Crisis
Ethiopia,Africa,Low,120,35,8,2031,6.41,15.8,16.24,90.2,558.791,65.64,72.3,10.93,30.2,20.8,16.6,36.7,0,1,4,4,0,3.5,123.2,105,129.9,135.8,88.7,8.28,8.7,99,High,95,1,0,35.91,1,1.1,In Crisis
Ethiopia,Africa,Low,120,35,8,2032,8.9071,15.13,13.74,101.2,602.163,65.64,71.9,7.71,30.5,20.9,15.9,38.9,0,4,4,4,0,2.5,135.2,104.9,130.3,125,97.6,7.76,13.2,99,High,95,1,0,45.91,1,1.1,In Crisis
Ethiopia,Africa,Low,120,35,8,2033,6.67,27.54,36.85,104.7,647.197,65.64,73.9,15.4,34,30,20.1,37.4,0,3,1,4,12.1,2.7,164.5,114,150.6,158.3,77.9,7.48,13.4,99,High,95,1,0,44.93,1,1.13,In Crisis
Ethiopia,Africa,Low,120,35,8,2034,5.68,18.44,25.02,105.4,683.521,65.64,75,8.27,36.7,21.9,17.3,37.9,0,3,2,4,0,1.7,142.9,111.5,134,151.9,85.1,5.61,20,99,High,95,1,0,45.27,1,1.14,In Crisis
Ethiopia,Africa,Low,120,35,8,2035,6.52,11.87,11.77,109.7,738.887,65.64,76.1,11.35,30.1,11,18,35,0,1,1,4,0,3,118.8,121.2,126.5,122.3,91.3,8.1,17,99,Medium,95,1,0,37.59,1,1.16,In Crisis
Kenya,Africa,Lower-Middle,55,32,12,2000,4.11,7.2,6.16,57.1,130,6.68,70.2,11.07,33.5,6.5,1.7,33.1,0,2,1,5,4.7,2.8,113,89.9,99.6,96.5,99.6,0,16.6,37.45,Medium,51,0,0,24.1,0,10.49,Moderate
Kenya,Africa,Lower-Middle,55,32,12,2001,4.61,8.57,8.66,54.2,132.638,6.88,70.5,10.26,30.2,13.3,7.8,24.7,0,5,3,5,0,3.5,105.4,82.6,90.3,116.9,96.2,2.03,21.5,46.12,Medium,46,0,0,36.72,0,10.23,Moderate
